"SubscriptionId","SubscriptionName","ResourceGroupName","ResourceType","Name","MissingTag"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-TRN-WEB-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UAT-APP-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-APP-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UAT-DB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-DB-01/IaaSDiagnostics","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UAT-WEB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UAT-WEB-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UIT2-APP-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-APP-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UIT2-WEB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT2-WEB-01/BGInfo","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UIT-APP-01","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/BGInfo","Tier"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-APP-01/MicrosoftMonitoringAgent","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UIT-DB-01","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/IaaSDiagnostics","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/IaaSDiagnostics","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/IaaSDiagnostics","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/IaaSDiagnostics","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/IaaSDiagnostics","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/IaaSDiagnostics","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Data Classification"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Application"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Pillar"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Owner"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Division"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Environment"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-DB-01/MicrosoftMonitoringAgent","Tier"
,,"WellSTAR_rg","Microsoft.Compute/virtualMachines","WSD-UIT-WEB-01","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Data Classification"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Application"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Pillar"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Owner"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Division"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Environment"
,,"wellstar_rg","Microsoft.Compute/virtualMachines/extensions","WSD-UIT-WEB-01/BGInfo","Tier"
